text,label,label_text,word_count
The ATM won't let me take out cash,26,declined_cash_withdrawal,8
Is there a way I can have a mastercard?,73,visa_or_mastercard,9
"I travel a lot, can I get a bulk currency exchange discount?",31,exchange_charge,12
can you tell me why my card was declined?,25,declined_card_payment,9
"A 500 pound cash withdrawal was just made from my account, but I didn't make it. I am pretty sure my card has been compromised - can you help me?",20,cash_withdrawal_not_recognised,30
Does the exchange rate change each day for purchases? There is a different rate on my purchase.,17,card_payment_wrong_exchange_rate,17
Do I need to verify my top-up card?,71,verify_top_up,8
Why did I get less from the ATM?,75,wrong_amount_of_cash_received,8
"If I want to topup by card, how do I do it?",54,supported_cards_and_currencies,12
Can I use a credit card from the US to top up?,54,supported_cards_and_currencies,12
Why isn't my Google Pay top up working for me? Did I do something wrong?,2,apple_pay_or_google_pay,15
What are the sources for the funds in my account?,70,verify_source_of_funds,10
"
Where can I use my card?",10,card_acceptance,6
Do you have to be 18 to make an account?,1,age_limit,10
The payment I made with my card is not showing up.,53,reverted_card_payment?,11
I inadvertently completed a transaction on a wrong account.,8,cancel_transfer,9
What do you think of the exchange rate?,32,exchange_rate,8
My credit card was just denied for top up! Can you tell me why this happened and what's going on?,59,top_up_failed,20
I am still waiting to find out the status of my refund. I have made previous attempts to find out what the status is to no avail. Will you please look into this for me?,51,Refund_not_showing_up,35
I don't think that my top-up worked.,59,top_up_failed,7
Please help me with my card.  It won't activate.,0,activate_my_card,9
How many times can I use a virtual card?,29,disposable_card_limits,9
I tried to withdraw 50 pounds but it only gave me 30. Where is the rest of my money?,75,wrong_amount_of_cash_received,19
"What is this card payment, I do not recognize it.",16,card_payment_not_recognised,10
Am I able to Top Up with Apply Pay?,2,apple_pay_or_google_pay,9
why wouldnt the atm give me money,26,declined_cash_withdrawal,7
Will I receive a new card when mine expires?,9,card_about_to_expire,9
I do not have the information to verify my identify.,68,unable_to_verify_identity,10
I want a refund on this.,52,request_refund,6
Please explain the extra fee when I paid with the card.,15,card_payment_fee_charged,11
I don't have my card after 1 week. What are my next steps?,11,card_arrival,13
"Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined, I tried couple of times already  but same thing is happening.",27,declined_transfer,39
"phone is at a hotel, can i still use app",42,lost_or_stolen_phone,10
What do you charge to top up US cards?,57,top_up_by_card_charge,9
Why do I have a transaction showing up more than once?,63,transaction_charged_twice,11
Why was I not able to take cash from the ATM?,26,declined_cash_withdrawal,11
Will the card be a Mastercard or a Visa?,73,visa_or_mastercard,9
Why isn't my pending transfer finished?,48,pending_transfer,6
I am here to change my adress.,30,edit_personal_details,7
What form of identification is accepted?,69,verify_my_identity,6
I hope you can help me. My account has been compromised from a different town that I haven't been to. Can you please place a hold on my account until I can make it to the bank?,20,cash_withdrawal_not_recognised,37
"Hi,  Is there any problem with app? As i am facing some issues with the exchange of crypto currency. I am extremely interested in buying.",7,beneficiary_not_allowed,25
How can get a Visa card?,73,visa_or_mastercard,6
For what reason must I authenticate the top up?,71,verify_top_up,9
is there a way to see where funds come from,70,verify_source_of_funds,10
I need to know where do my funds come from,70,verify_source_of_funds,10
What should I do if I don't know my password?,44,passcode_forgotten,10
What is the procedure for me to get more cards on my account?,39,getting_spare_card,13
Cash has been deposited this morning but it hasn't came through.,6,balance_not_updated_after_cheque_or_cash_deposit,11
Why do I need to have my identity verified?,74,why_verify_identity,9
Help me activate my card.,0,activate_my_card,5
Can you please refund my item?,52,request_refund,6
Why is there a charge for $1 on my account?,34,extra_charge_on_statement,10
Why was I charged extra when transferring?,64,transfer_fee_charged,7
How will I know where my funds are coming from?,70,verify_source_of_funds,10
Please help me change my PIN.,21,change_pin,6
I went to use my new card today and the card was repeatedly declined. I would really like to use this card and need to know what to do about it.,25,declined_card_payment,31
"Hello, I have noticed a problem on my recent withdrawal at the banks atm machine.  I made a transaction and upon receiving my funds from the machine, a fee was assessed to my withdrawal.  Are these types of transactions free of charge?",19,cash_withdrawal_charge,42
"I just noticed that I supposedly made a payment to a seller a while back. The problem is, I don't recognize the seller. There must be a way to see who it is or track the payment. Can you do that, because I don't remember this transaction?",28,direct_debit_payment_not_recognised,47
how do i get a new card,43,order_physical_card,7
I need to know what's going on. I was under the impression you offered cryto top up which doesn't seem to be working and money has just vanished from my account.,61,top_up_reverted,31
I tried taking out 30 pounds from the ATM just now and it only gave me 10. Why would it do that? I need the 30 pounds now!,75,wrong_amount_of_cash_received,28
I didn't get my card back from the ATM.,18,card_swallowed,9
I have just read my statement and there is a payment I don't recognise.,16,card_payment_not_recognised,14
Tell me why my card payment was declined.,25,declined_card_payment,8
My card payment wasn't declined,25,declined_card_payment,5
I would like to return my purchases,52,request_refund,7
Do I need to pay extra for exchanging currencies?,31,exchange_charge,9
What is the expected delivery date of my card?,11,card_arrival,9
Are cards from the US accepted?,54,supported_cards_and_currencies,6
"I am dissatisfied, I would like to close my account.",55,terminate_account,10
My card won't work right now.,14,card_not_working,6
What does it mean if my cash withdrawal is pending?,46,pending_cash_withdrawal,10
I am seeing and extra 1$ charged to my account and wanted to know about it.,34,extra_charge_on_statement,16
How is my ATM deposit not available yet?,46,pending_cash_withdrawal,8
How can I transfer money to this account from another bank?,65,transfer_into_account,11
I see my transfer was declined.,27,declined_transfer,6
My identity is unable to be verified.,68,unable_to_verify_identity,7
I got charged in double and want a refund,63,transaction_charged_twice,9
Does it matter which card I use,73,visa_or_mastercard,7
"I would like to close my account, as I'm not happy.",55,terminate_account,11
I want some extra physical cards.,39,getting_spare_card,6
What countries do you operate in?,24,country_support,6
Am I able to top up with Apple Pay?,2,apple_pay_or_google_pay,9
What is the current exchange rate?,32,exchange_rate,6
What is the charge for using a Top up card in the US?,57,top_up_by_card_charge,13
Why is my check still not showing up on my account? It's been a week already,6,balance_not_updated_after_cheque_or_cash_deposit,16
How long does it take for the transfer to go through?,66,transfer_not_received_by_recipient,11
Can I get an update on my replacement card?,11,card_arrival,9
I did a transfer and I was charged a fee that shouldn't be there!,64,transfer_fee_charged,14
"stolen phone, what should i do",42,lost_or_stolen_phone,6
Do you support top ups?,61,top_up_reverted,5
I have made a recent check and cash deposit that isn't reflected in my balance.,6,balance_not_updated_after_cheque_or_cash_deposit,15
I am having trouble withdrawing cash.,26,declined_cash_withdrawal,6
I would like to know how much I can top-up.,60,top_up_limits,10
Isn't my top-up supposed to mean its complete?,47,pending_top_up,8
Why can't I transfer to another account?,7,beneficiary_not_allowed,7
What is with the need to have all my ID information?,74,why_verify_identity,11
Why is there an identity check?,74,why_verify_identity,6
I need to get a disposable virtual card?,37,get_disposable_virtual_card,8
I just had a look at my statement. Why have I been changed for using the ATM?,19,cash_withdrawal_charge,17
Is my card lost? I am still waiting for it to be delivered.,11,card_arrival,13
My card was rejected,25,declined_card_payment,4
I topped up my card but the app rejected it.,59,top_up_failed,10
I got less cash at the ATM than I asked for. Why?,75,wrong_amount_of_cash_received,12
I can't find the card PIN.,38,get_physical_card,6
where do i go to transfer money from one account to this one,65,transfer_into_account,13
Why won't you accept my payment? I keep trying with this card and it's not working.,25,declined_card_payment,16
What fee will be charged for exchanges?,31,exchange_charge,7
What happens after my card expires?,9,card_about_to_expire,6
Is there a money transfer fee?,64,transfer_fee_charged,6
What do I do if I believe to be a victim of credit card fraud?,22,compromised_card,15
How do I add an existing card to the app?,13,card_linking,10
Where can i exchange between GBP and USD,33,exchange_via_app,8
I transferred some money a couple days ago but haven't received it yet. How long should I expect to wait?,5,balance_not_updated_after_bank_transfer,20
How can I go about getting a refund?,52,request_refund,8
Can you help me get Top Up to work in the Apple Pay function?,2,apple_pay_or_google_pay,14
Is my PIN sent separably?,38,get_physical_card,5
Is it possible for me to track the card is was mailed to me?,11,card_arrival,14
How long will it take my card to get here?,12,card_delivery_estimate,10
"The ATM charged me an extra fee, Why?",19,cash_withdrawal_charge,8
how soon will my card arrive?,12,card_delivery_estimate,6
Where do I go to change my account details?,30,edit_personal_details,9
I bought an item at the wrong exchange rate.,17,card_payment_wrong_exchange_rate,9
How can you assist on verifying my identity?,69,verify_my_identity,8
How simple is it to transfer money into my account?,65,transfer_into_account,10
I got less cash than what I specified for through the ATM.,75,wrong_amount_of_cash_received,12
I got a message that my transfer is not possible.  What is happening?  I need this to go through please.,7,beneficiary_not_allowed,20
How do I cancel a transaction?,8,cancel_transfer,6
Can my PIN be changed in any cash machine?,21,change_pin,9
How do I activate my new card I just got?,0,activate_my_card,10
"My new card is here, what's the process for activating it?",0,activate_my_card,11
"i dont recognise some of these transactions, i think someone has my card details",22,compromised_card,14
There is a cash withdrawal on my statement that I don't recognize,20,cash_withdrawal_not_recognised,12
Why is your exchange rate different on different days?,32,exchange_rate,9
Where can I find out where my funds came from?,70,verify_source_of_funds,10
What kind of ATMs would this card be accepted at?,3,atm_support,10
How much would it cost me for a bank transfer to top up my account?,56,top_up_by_bank_transfer_charge,15
How do I activate my new card,0,activate_my_card,7
My card didn't work at the ATM in Notting Hill.  Is my card working?,26,declined_cash_withdrawal,14
Can I get a few more physical cards?,39,getting_spare_card,8
Seems like the exchange rate for my payment last Saturday was wrong. I was charged extra.,17,card_payment_wrong_exchange_rate,16
I may need to dispute a Direct Debit payment.,28,direct_debit_payment_not_recognised,9
tell me how I can order my card.,43,order_physical_card,8
I got billed an extra pound!,34,extra_charge_on_statement,6
Where do I go to terminate my account?,55,terminate_account,8
I tried to make a purchase in the store but my card was declined.,25,declined_card_payment,14
I can't use my card because it is not working.,14,card_not_working,10
How do I request the PIN?,38,get_physical_card,6
Do I need to order a new card if mine is expiring?,9,card_about_to_expire,12
How can I exchange AUD for GBP?,33,exchange_via_app,7
Any place that takes Mastercard would be fine.,10,card_acceptance,8
Can you tell me why I was charged extra when I withdrew money?,19,cash_withdrawal_charge,13
What is the time frame for european transfers?,67,transfer_timing,8
"My card will expire soon, do I need to order a new one?",9,card_about_to_expire,13
I would like to report an issue with my product and want to get it refunded,52,request_refund,16
"I put in a payment a while ago and it has still not cleared and is showing up as ""pending"", how long does it take to clear?",45,pending_card_payment,27
I need you to delete my account right now.,55,terminate_account,9
Why can't I buy cryptocurrency on the app?,7,beneficiary_not_allowed,8
When can I expect the transfer to be complete?,67,transfer_timing,9
How do I go about verifying my identity?,69,verify_my_identity,8
"I need a new card, my old card is expiring.",9,card_about_to_expire,10
"I used to know my password, but not anymore.",44,passcode_forgotten,9
The exchange rate for my payment last Saturday must be wrong because I was charged extra.,17,card_payment_wrong_exchange_rate,16
Why did I get declined when trying to get cash?,26,declined_cash_withdrawal,10
Why is there some cash that I did not deposit in my account?,20,cash_withdrawal_not_recognised,13
How many times can I auto top-up?,4,automatic_top_up,7
What does it mean when it says that I have a payment that is pending?,45,pending_card_payment,15
Why is identity verification required?,74,why_verify_identity,5
I would like to exchange currency  What types are there?,33,exchange_via_app,10
How do I transfer funds directly from my credit card?,62,topping_up_by_card,10
Are there ATM fees?,19,cash_withdrawal_charge,4
"I might need to exchange between USD and GBP, is this possible with your app?",33,exchange_via_app,15
Let me know when applying extra charges for payments. I just checked the app and saw a fee that I wasn't warned about.,15,card_payment_fee_charged,23
"I deposited cash this morning, but it's not showing up in my account. Can you tell me where's my money?",6,balance_not_updated_after_cheque_or_cash_deposit,20
Do I get charged if I top up with my European bank card?,57,top_up_by_card_charge,13
What's up with the extra fee I got?,19,cash_withdrawal_charge,8
What documents are required for proof of identity?,69,verify_my_identity,8
"I moved, can I edit my personal details?",30,edit_personal_details,8
I would like a physical card,43,order_physical_card,6
How do I activate and link my new card?,13,card_linking,9
Is there a way to revert a transaction?,8,cancel_transfer,8
Why do you have an identity check?,74,why_verify_identity,7
Can I get support?,24,country_support,4
"I signed up, but don't have a PIN. Where can I find it?",38,get_physical_card,13
"On my last trip, I received the incorrect exchange rate.",76,wrong_exchange_rate_for_cash_withdrawal,10
"How long do transfers to international banks take? I made one to france a couple of days ago, but it's still not there.",5,balance_not_updated_after_bank_transfer,23
What do you do to transfer money to my account?,65,transfer_into_account,10
"I don't know my PIN, how can I find that out?",38,get_physical_card,11
My card has been lost! help!,41,lost_or_stolen_card,6
is there a foreign currencies charge?,31,exchange_charge,6
What is the most that I can top-up to a card?,60,top_up_limits,11
I've tried using my card multiple times and it keeps getting declined.,25,declined_card_payment,12
I tried using my ATM card at your Notting Hill location today.  It did not work.  Am I doing something wrong?,26,declined_cash_withdrawal,21
can I use it in any country?,24,country_support,7
Do I have to pay for a physical card?,43,order_physical_card,9
I have not received a refund.,51,Refund_not_showing_up,6
Will I be charged for transfers?,64,transfer_fee_charged,6
I want a mastercard,73,visa_or_mastercard,4
I see an unauthorized withdraw.,20,cash_withdrawal_not_recognised,5
Are you located in other countries?,24,country_support,6
I want to talk about an order that I placed a long time ago and have yet to receive. I demand a refund due to lack of delivery of the product!  I refuse to pay for something I never got.,52,request_refund,40
I need urgent help. I realize I sent my payment to the wrong account number. I made a typo. Please cancel the transfer immediately. I cannot do anything from the app.,8,cancel_transfer,31
What US cards do you accept?  I only have 1 other.,54,supported_cards_and_currencies,11
"I guess exchange rate for my payment was not correct, as i charged extra on the last saturday.",17,card_payment_wrong_exchange_rate,18
Will money be added automatically when necessary?,4,automatic_top_up,7
Unable to use my American Express with Apple Pay to top up my account,2,apple_pay_or_google_pay,14
Please explain why my top-up didn't go through.,59,top_up_failed,8
I tried doing an in country transfer earlier this week. I thought it would be there by now but I still don't see the money. Can you check the status on my transfer?,66,transfer_not_received_by_recipient,33
Close down my account.  I don't like your service.,55,terminate_account,9
When can I expect to receive my card?,12,card_delivery_estimate,8
"After inputting the wrong pin too many times, can you now help me unblock my pin?",49,pin_blocked,16
There's an error in regards to the exchange rate for an item I bought.,17,card_payment_wrong_exchange_rate,14
I see a duplicate payment.,63,transaction_charged_twice,5
Contactless payments need to be enabled for my card.,23,contactless_not_working,9
I did not receive my full withdrawal amount,75,wrong_amount_of_cash_received,8
How can I get my money that I didn't get from the ATM?,75,wrong_amount_of_cash_received,13
Are there any charges for topping up my card?,57,top_up_by_card_charge,9
What is happening?  I have tried to transfer money 5x already.  Is the system down?  This shouldnt be happening as this is a basic transfer.,35,failed_transfer,25
Good afternoon. I made a transfer from my UK bank account.  I haven't seen anything on the account in the pass few hours. Please check the account to make sure everything is fine.,5,balance_not_updated_after_bank_transfer,33
What documents do you need to verify my identity?,69,verify_my_identity,9
Can you please check my UK Account to make sure everything went alright?  I made the transfer a couple of hours ago.,5,balance_not_updated_after_bank_transfer,22
cash and check deposit has not gone thru,6,balance_not_updated_after_cheque_or_cash_deposit,8
I didn't initiate a direct debit that I see on my account,28,direct_debit_payment_not_recognised,12
My bill shows the same charge more than once,63,transaction_charged_twice,9
The exchange rate on my payment doesn't look right,17,card_payment_wrong_exchange_rate,9
Can you tell me the cost of a transfer?,56,top_up_by_bank_transfer_charge,9
My ATM withdrawal was cancelled,26,declined_cash_withdrawal,5
Talk me through modifying my details.,30,edit_personal_details,6
A foreign purchase I made has the incorrect rate applied to it.,17,card_payment_wrong_exchange_rate,12
Is my card valid everywhere?,10,card_acceptance,5
My credit card was declined for top-up. Can you see if there is enough funds in my account?,59,top_up_failed,18
